Paper ID,Status,Priority,Paper Title,Authors,Year,Venue / Source,URL / DOI,Research Area,Main Problem,Failure Type,Deployment Fault Injected?,Online or Offline?,Models / Sizes,Serving Stack,Languages,Tasks / Dataset,Detection Method,Metrics,Infrastructure Signals Used?,Main Findings,Limitations,How It Relates to SemaFailBench,Research Gap It Leaves,Code / Data Available?,Notes,Date Added,Read Date,Paper Category,Relevance Score
P023,Read,High,Quantization Undoes Alignment: Bias Emergence in Compressed LLMs Across Models and Precision Levels,Plawan Kumar Rath; Rahul Maliakkal,2026,IEEE Cloud Summit 2026,"https://arxiv.org/abs/2605.15208 (arXiv preprint); IEEE Cloud Summit 2026 proceedings record not separately opened in this pass — acceptance and copyright notice confirmed directly on the arXiv page itself (""Accepted at the IEEE Cloud Summit 2026. (c) 2026 IEEE."")",Quantization reliability,"Does post-training quantization progressively degrade a model's learned ability to withhold judgment on ambiguous inputs, causing previously unbiased responses to shift toward stereotypical training-data priors, in a dose-response relationship with bit-width, and is this degradation visible to standard quality metrics like perplexity?",Quantization degradation (bias/fairness dimension),Yes,Offline,Qwen2.5-7B; Mistral-7B; Phi-3.5-mini — each tested at five precision levels (BF16 through 3-bit),Not reported,English,"BBQ (bias benchmark; 12,148 items, 5 random seeds, 911,100 total inference records)","Controlled dose-response bias-benchmark scoring across quantization precision levels, with confirmatory logistic regression","Stereotype Reliance Score (SRS); item-level bias-transition rate (% of previously unbiased items developing bias); ""unknown""-selection rate; perplexity (as a baseline comparison metric)",No,"Directly confirmed from primary source text: at 3-bit precision, 6-21% of items that showed zero bias at full precision (BF16) developed measurable stereotypical tendencies (a clear dose-response pattern confirmed via logistic regression), and models' willingness to select ""unknown"" on ambiguous items declined by 17.4%. Critically, perplexity increased by less than 0.5% at 8-bit and under 3% at 4-bit across all three models, even though 2.5-5.6% of items already developed new biases at 4-bit — meaning perplexity provides false assurance that a quantized model is behaviorally equivalent to the original. Phi-3.5-mini (3.8B) showed the greatest bias susceptibility of the three models.",Directly confirmed from primary source text (Section V-B): Phi-3.5-mini's substantially smaller parameter count (3.8B vs. 7B-class Qwen/Mistral) confounds whether its greater bias susceptibility reflects reduced parametric redundancy rather than architectural vulnerability; study is limited to three model families and the BBQ benchmark.,"Fault-Design Source; Foundation. This is one of the single strongest pieces of evidence in the entire review for SemaFailBench's core premise: it directly demonstrates, with a controlled dose-response design across 911,100 inference records, that a deployment-relevant change (quantization) produces measurable behavioral/fairness degradation that a standard quality proxy (perplexity) fails to detect — precisely the 'infrastructure/aggregate signals stay healthy while semantic quality degrades' pattern SemaFailBench targets, just demonstrated for perplexity rather than serving-infrastructure metrics.","Demonstrates the perplexity blind spot for quantization-induced bias in a static, offline benchmark; does not test whether a lightweight canary-prompt suite could catch this same item-level bias emergence in a live serving deployment, nor whether the effect generalizes beyond the BBQ benchmark and the three tested model families.",Partial (the authors state they release their evaluation pipeline to facilitate adoption of the dose-response protocol; a full public dataset/code repository link was not independently located in this pass),"PUBLICATION STATUS (confirmed third pass): Accepted, proceedings pending — the arXiv page carries the statement 'Accepted at the IEEE Cloud Summit 2026. (c) 2026 IEEE,' which is acceptance evidence from the primary source, but the official IEEE Cloud Summit 2026 proceedings/DOI record was not independently opened in this pass, so this is not yet labeled 'peer-reviewed and officially published'. Prior note retained: previously flagged 'FOR RE-VERIFICATION' because an earlier fetch attempt returned no machine-readable PDF text; the arXiv HTML rendering (arxiv.org/html/2605.15208) was successfully retrieved and read directly, confirming authors, venue/acceptance statement, exact models, exact quantitative findings, and stated limitations verbatim from the primary source. Author note in the paper states views expressed are the authors' own and do not necessarily reflect the views of Meta; work conducted in personal capacity — recorded here for completeness, not as an institutional affiliation claim.",2026-07-23,2026-07-23,Fault-Design Source; Foundation,5
P024,Read,High,How Does Quantization Affect Multilingual LLMs?,Kelly Marchisio; Saurabh Dash; Hongyu Chen; Dennis Aumiller; Ahmet Üstün; Sara Hooker; Sebastian Ruder,2024,Findings of EMNLP 2024,https://aclanthology.org/2024.findings-emnlp.935/ (arXiv preprint: https://arxiv.org/abs/2407.03211),Multilingual evaluation,"Does quantization degrade multilingual LLM performance differently than it degrades English performance, and are automatic evaluation metrics adequate to detect this?",Quantization degradation (multilingual dimension),Yes,Offline,Multiple multilingual LLMs at varying scales (Cohere / Cohere For AI institutional authorship; exact base-model identities and quantization methods not itemized in the sections retrieved in this pass),Not reported,"Multilingual, including Japanese and non-Latin-script languages",Automatic benchmarks; LLM-as-a-Judge evaluation; human evaluation on realistic prompts,Automatic benchmarks + LLM-as-a-Judge + human evaluation (triangulated),"Automatic task metrics; human-evaluated quality drop (e.g., 1.7% average automatic drop in Japanese vs. 16.0% human-reported drop)",No,"Finds that automatic metrics severely underestimate the harmful effects of quantization relative to human evaluation (a 1.7% average automatic-metric drop in Japanese corresponded to a 16.0% human-reported drop on realistic prompts); non-Latin-script languages are disparately and worst affected, and mathematical reasoning degrades fastest among task types.","Findings on evaluation-metric blind spots may not generalize to all language pairs or task types beyond those tested; human evaluation is costly and does not scale to continuous production monitoring in its studied form. Exact base-model checkpoints and quantization methods tested were not confirmed in this pass (access limitation, not an oversight).","Fault-Design Source; Foundation. Directly and strongly supports SemaFailBench's inclusion of quantization and multilingual degradation, and specifically motivates the core SemaFailBench premise that automatic/aggregate signals can miss regressions that matter to real users — a direct precedent for the ""silent"" framing.","Demonstrates the automatic-metric blind spot for quantization-induced multilingual degradation in a static evaluation setting; does not propose a low-cost, continuously-runnable canary protocol that could catch this blind spot in production without full human evaluation.",Could not verify,"CORRECTED (third pass): ACL Anthology ID and page range added (2024.findings-emnlp.935, pp. 15928-15947, Miami, FL), supplementing the prior arXiv-only URL. Authors/affiliation confirmed as Cohere / Cohere For AI. This is a fully peer-reviewed, published Findings of EMNLP 2024 paper and must NOT be listed among papers with evidence weaker than peer-reviewed publication. Remaining unresolved: exact base-model checkpoints and quantization methods (full Methods/Experiments tables not rendered in the HTML fetch used in this pass) — explicitly flagged as an access limitation. Status confirmed 'Read'.",2026-07-23,2026-07-25,Fault-Design Source; Foundation,5
P025,Read,Low,English K_Quantization of LLMs Does Not Disproportionately Diminish Multilingual Performance,Karl Audun Kagnes Borgersen; Morten Goodwin,2025,arXiv preprint,https://arxiv.org/abs/2503.03592,Multilingual evaluation,"Does K-quantization calibrated using an English-only 'importance matrix' disproportionately harm multilingual performance relative to English performance, and can this be mitigated with alternate-language importance matrices?",Quantization degradation (multilingual dimension),Yes,Offline,Llama 3.3 70B (GGUF k-quantization),llama.cpp / GGUF (consumer-hardware local deployment format),English; Norwegian; Malayalam (importance-matrix languages); evaluated in English and Norwegian,MixEval,Comparative benchmark evaluation across importance-matrix languages and quantization settings,MixEval task performance (English and Norwegian); statistical significance testing,No,"Directly confirmed from primary source text: quantizing Llama 3.3 70B using importance matrices written in English, Norwegian, or Malayalam and evaluating on MixEval in English and Norwegian yielded non-significant differences across importance-matrix languages, indicating that current (GGUF k-quantization) practices do not disproportionately harm multilingual performance in this specific setup — a finding in tension with other reviewed papers (P012, P024) reporting worse non-English degradation under different quantization methods, indicating the literature is not unanimous and that results are method/format-dependent (GGUF k-quantization vs. other PTQ methods).","Single model (Llama 3.3 70B) and single quantization format (GGUF k-quantization); only two evaluation languages (English, Norwegian) despite three importance-matrix languages tested; non-significant results do not rule out smaller or method-specific effects.","Potential Competitor (of findings, not of benchmark scope); Background. Its disagreement with other quantization/multilingual papers is itself evidence that multilingual quantization effects are method- and format-dependent, motivating SemaFailBench's own controlled, multi-language, multi-quantization-method fault-severity testing rather than relying on any single prior finding.","Does not resolve why findings diverge from other multilingual-quantization studies (e.g., calibration-set language mix, quantization method GGUF vs. GPTQ/AWQ, or benchmark choice); this reconciliation itself is a gap SemaFailBench's controlled fault-injection design could help clarify.",Could not verify,"CORRECTED in second-pass review: authors (Karl Audun Kagnes Borgersen, Morten Goodwin, University of Agder, Norway), models (Llama 3.3 70B), dataset (MixEval), and languages resolved directly from the primary arXiv abstract text. Status upgraded from 'Reading' to 'Read'. Included primarily to document a genuine disagreement in the literature (see also P012, P024, P029) rather than as a standalone strong finding.",2026-07-23,2026-07-23,Background,2
P026,Read,High,Quantifying Language Models' Sensitivity to Spurious Features in Prompt Design (FormatSpread),Melanie Sclar; Yejin Choi; Yulia Tsvetkov; Alane Suhr,2024,ICLR 2024,https://arxiv.org/abs/2310.11324,Chat-template sensitivity,"How sensitive are widely used open-source LLMs to meaning-preserving prompt-formatting choices in few-shot settings, and how should this sensitivity be systematically measured and reported?",Prompt-format variation,Partially,Offline,"LLaMA-2-7B, LLaMA-2-13B, LLaMA-2-70B (run under 4-bit quantization), Falcon-7B, Falcon-7B-Instruct, GPT-3.5-Turbo",Not reported,English,53 few-shot classification/generation tasks,"FormatSpread algorithm (Thompson Sampling, compared against Upper Confidence Bound) — rapid sampling and evaluation of plausible prompt formats without accessing model weights",Two accuracy measures: exact prefix matching and probability-ranking accuracy (ranking accuracy is the default reported metric). Accuracy spread up to 76 points on LLaMA-2-13B; LLaMA-2-70B (4-bit) median spread 0.171 (mean 0.221) across 53 tasks by probability ranking; GPT-3.5-Turbo median spread 0.064 (mean 0.110) by exact-prefix matching.,No,"Finds several widely used open-source LLMs are extremely sensitive to subtle, meaning-preserving prompt-format changes in few-shot settings, with accuracy differences of up to 76 points on LLaMA-2-13B; sensitivity persists across model size, number of few-shot examples, and instruction tuning, and format performance correlates only weakly across models; proposes FormatSpread to report a performance interval rather than a single-format score.",Focused on few-shot classification-style tasks; FormatSpread reports a *range* of expected performance rather than detecting a specific deployment fault; no production-monitoring or infrastructure-signal framing.,"Foundation; Evaluation-Method Source. One of the strongest pieces of evidence that prompt/template formatting alone can swing accuracy by tens of points, directly motivating why SemaFailBench treats chat-template and prompt-format faults as high-severity, and FormatSpread's sampling approach is a candidate method for calibrating canary-prompt diversity.","Characterizes format sensitivity as an intrinsic, static model property to be reported as a range; does not test whether a *specific* format change introduced by a deployment fault can be detected as an anomaly relative to a previously stable configuration.","Yes, per paper (ICLR poster/paper references public release; exact repository URL not independently re-confirmed via a fresh fetch in this pass)","CORRECTED (third pass): full text sections inspected via ICLR proceedings PDF in the third pass, confirming exact models, task count (53), both accuracy metrics, sampling method (Thompson Sampling vs. UCB), and quantitative spread figures beyond the abstract-level summary. Venue confirmed via arXiv Comments field: ""ICLR 2024 Camera Ready version."" arXiv:2310.11324, v1 17 Oct 2023, v2 1 Jul 2024. Status upgraded to 'Read'.",2026-07-23,2026-07-25,Foundation; Evaluation-Method Source,5
P027,Reading,Medium,The Price of Format: Diversity Collapse in LLMs,Longfei Yun; Chenyang An; Zilong Wang; Letian Peng; Jingbo Shang,2025,arXiv preprint,https://arxiv.org/abs/2505.18949,Chat-template sensitivity,"Does the structured formatting (role markers, special tokens) enforced by chat templates induce ""diversity collapse"" — semantically similar outputs for open-ended inputs — and how does this interact with fine-tuning/inference format consistency?",Wrong chat template (output-diversity dimension),Partially,Offline,"Not fully specified in abstract (""the same model"" fine-tuned under varying structured prompts)",Not reported,English,Story completion; free-form generation; GSM8K; IFEval; MMLU; WebQuestions,Controlled fine-tuning/inference format-consistency manipulation + diversity/performance/alignment evaluation,Output diversity; downstream task performance; alignment behavior (exact statistics not confirmed in this pass),No,"Finds diversity collapse persists even under high-temperature sampling and that structural tokens in chat templates significantly constrain the output space; format consistency between fine-tuning and inference is crucial for structure-sensitive tasks (GSM8K, IFEval) but has only marginal effect on knowledge-heavy tasks (MMLU, WebQuestions); minimal formatting yields the most diverse outputs.",Diversity-collapse framing centers on creativity/variability rather than correctness regression; does not test a deployment scenario where the template used at inference differs from the one used at fine-tuning (the mismatch case central to SemaFailBench).,"Related Method; Fault-Design Source. Its finding that fine-tuning/inference format *consistency* matters for structure-sensitive tasks directly supports treating chat-template mismatch as a distinct, task-dependent severity dimension in SemaFailBench.","Studies diversity/consistency effects of chat templates in controlled fine-tuning experiments, not the accidental serving-time template mismatch (e.g., wrong template file loaded) that SemaFailBench's fault-injection framework targets.",Could not verify,"Reviewed at abstract/metadata level for this interim pass (verified via primary source listed in URL/DOI); full-text Method/Experiments/Limitations sections not yet reviewed line-by-line. arXiv:2505.18949, submitted 25 May 2025, single version at time of review.",2026-07-23,2026-07-23,Related Method; Fault-Design Source,3
P028,Reading,Medium,LLMs-as-Judges: A Comprehensive Survey on LLM-based Evaluation Methods,Haitao Li; Qian Dong; Junjie Chen; Huixue Su; Yujia Zhou; Qingyao Ai; Ziyi Ye; Yiqun Liu,2024,arXiv preprint (survey),https://arxiv.org/abs/2412.05579,Benchmark design,"What is the current state of the ""LLMs-as-judges"" evaluation paradigm across functionality, methodology, applications, meta-evaluation, and limitations?",Not applicable (survey),No,Conceptual,Not model-specific (survey),Not applicable,Not applicable,Literature survey (no new experiments),"LLM-as-a-judge (surveyed, not newly evaluated)",Not applicable (survey of metrics used elsewhere),No,"Systematically surveys the LLMs-as-judges paradigm across five perspectives (why, how to construct, where applied, how to meta-evaluate, and limitations), providing a structured reference map of the field and maintaining a continuously updated resource list.","A survey, not an empirical study; provides no new experiments and cannot directly support quantitative claims about LLM-judge accuracy in any specific deployment-monitoring context.","Background; Evaluation-Method Source. Provides a structured reference for selecting and meta-evaluating LLM-as-judge baselines within SemaFailBench's detection-method comparison (exact-match vs. embedding-distance vs. LLM-judge, etc.).","As a survey, does not itself test LLM-judge reliability for detecting deployment-induced semantic regressions specifically, nor its cost/latency trade-offs as a continuous production canary.","Not applicable (resource list at https://github.com/CSHaitao/Awesome-LLMs-as-Judges, per abstract)","Reviewed at abstract/metadata level for this interim pass (verified via primary source listed in URL/DOI); full-text Method/Experiments/Limitations sections not yet reviewed line-by-line. arXiv:2412.05579, v1 7 Dec 2024, v2 10 Dec 2024. 60-page survey per Comments field.",2026-07-23,2026-07-23,Background; Evaluation-Method Source,3
P029,Reading,Medium,A Comprehensive Evaluation on Quantization Techniques for Large Language Models,Yutong Liu; Cairong Zhao; Guosheng Hu,2025,arXiv preprint,https://arxiv.org/abs/2507.17417,Quantization reliability,"Since published quantization methods are typically evaluated under inconsistent settings, can a fair, unified evaluation reveal which pre-quantization-transformation and error-mitigation design choices actually drive performance, including for newer FP4 data formats (MXFP4, NVFP4)?",Quantization degradation (methodological/comparative),Yes,Offline,Could not verify,Not reported,Not reported,Not fully specified in abstract; comparative post-training quantization (PTQ) evaluation suite,"Controlled, fair comparative evaluation of PTQ components (pre-quantization transformation vs. error mitigation)",Not fully specified in abstract (comparative performance under matched settings),No,"Decouples PTQ methods into pre-quantization transformation and quantization-error-mitigation steps and evaluates them under matched conditions; finds optimized rotation and scaling yield the best pre-quantization performance, low-rank compensation combined with GPTQ occasionally outperforms GPTQ alone, finer granularity improves performance at the cost of storage, and rotation-based strategies effective for INT4 give limited gains for the newer MXFP4/NVFP4 formats.",A methodological/comparative quantization-technique study rather than a deployment-fault or production-monitoring study; does not test detection of quantization regressions in a live serving pipeline.,"Background; Fault-Design Source. Useful for grounding SemaFailBench's quantization fault-severity levels in currently relevant formats (e.g., MXFP4/NVFP4) rather than only legacy INT4/INT8 settings.","Compares quantization techniques for model-compression quality, not for detectability of quantization-induced regressions once a model is already deployed and serving live traffic.",Could not verify,"Reviewed at abstract/metadata level for this interim pass (verified via primary source listed in URL/DOI); full-text Method/Experiments/Limitations sections not yet reviewed line-by-line. arXiv:2507.17417, v1 23 Jul 2025, v3 29 Jan 2026 (revised after initial submission).",2026-07-23,2026-07-23,Background; Fault-Design Source,3
P030,Read,Low,GenAIOps for GenAI Model-Agility,Ken Ueno; Makoto Kogo; Hiromi Kawatsu; Yohsuke Uchiumi; Michiaki Tatsubori,2025,arXiv preprint,https://arxiv.org/abs/2502.17440,LLM observability,"How can ""GenAI Model-agility"" — the ability to flexibly adapt a GenAI application to a different underlying foundation model or version — be defined and supported operationally (GenAIOps), and can prompt-tuning technology mitigate application-quality degradation caused by foundation-model changes?",Model-version regression,Partially,Conceptual,Not fully specified (case studies using existing prompt-tuning tools),Not reported,Not reported,Case studies using existing prompt-tuning tools,Conceptual framework + case-study discussion of prompt-tuning mitigation,Not reported,No,"Defines GenAIOps and ""GenAI Model-agility"" as the readiness to adapt applications across diverse foundation models/versions; identifies application-quality degradation caused by underlying foundation-model changes as a central problem and discusses the effectiveness and limitations of prompt-tuning technologies as a mitigation, via case studies with existing tools.",Primarily conceptual/framework-defining rather than a controlled empirical study; author list not confirmed in this pass; does not propose or test a canary-based detection method.,"Background. Reinforces the industry-recognized problem of application-quality degradation from foundation-model changes (model-revision mismatch), providing motivating context alongside P004.","Names the problem of model-change-induced quality degradation and discusses prompt-tuning as a fix, but does not propose a way to *detect* such degradation automatically while infrastructure metrics remain healthy.",Could not verify,"CORRECTED in second-pass review: authors (Ken Ueno, Makoto Kogo, Hiromi Kawatsu, Yohsuke Uchiumi, Michiaki Tatsubori — IBM Research, per secondary source affiliation listings not independently confirmed from a primary-source PDF fetch in this pass) resolved via targeted web search. Status upgraded from 'Reading' to 'Read'.",2026-07-23,2026-07-23,Background,2
P031,Read,Low,Zero-Shot Embedding Drift Detection: A Lightweight Defense Against Prompt Injections in LLMs,Anirudh Sekar; Mrinal Agarwal; Rachel Sharma; Akitsugu Tanaka; Jasmine Zhang; Arjun Damerla; Kevin Zhu,2026,"NeurIPS 2025 Lock-LLM Workshop (per arXiv Comments field and confirmed via the official neurips.cc/virtual/2025/131279 listing; workshop paper, not the NeurIPS main conference)",https://arxiv.org/abs/2601.12359,Semantic drift detection,"Can a zero-shot, model-agnostic embedding-drift signal detect both direct and indirect prompt-injection attempts without access to model internals or task-specific retraining?","Output-distribution drift (security/prompt-injection context, not deployment-configuration context)",No,Offline,Llama 3; Qwen 2; Mistral (exact sizes not confirmed in this pass),Not reported,English,"LLMail-Inject dataset (re-annotated, five categories: Jailbreak, System Leak, Task Override, Encoding Manipulation, Prompt Confusion); 86,000 injected-clean and 86,000 clean-clean training pairs; 51,603-pair held-out test set",Embedding-space cosine-similarity drift detection (ZEDD) with a statistical threshold-based flagging mechanism,"Overall accuracy, precision, recall (adversarial class), F1, and clean false-positive rate. Reports >93% detection accuracy and <3% false-positive rate.",No,"Proposes ZEDD, a zero-shot embedding-drift framework that detects prompt-injection attempts via cosine-similarity shifts between benign and suspect input embeddings; reports >93% detection accuracy and <3% false-positive rate across Llama 3, Qwen 2, and Mistral without model-internal access or retraining.","Purpose-built for adversarial prompt-injection detection (a security threat model), not for benign deployment-configuration regressions; excluded/deprioritized per the task's own screening criteria as a security paper, but retained at low priority because its embedding-drift *methodology* is transferable.","Evaluation-Method Source (methodology transfer only). The embedding-drift detection *mechanism* (cosine-similarity shift with a quantified false-positive rate) is a directly reusable baseline-detector design for SemaFailBench's semantic-canary protocol, even though the paper's own application (prompt-injection defense) is out of scope for silent deployment regressions.","Applies embedding drift to an adversarial-input detection problem; does not test whether the same mechanism detects benign, deployment-induced semantic regressions (chat template, adapter, quantization) under healthy infrastructure telemetry — exactly the gap SemaFailBench targets.",Could not verify,"CORRECTED (third pass): full text sections and the official NeurIPS.cc listing inspected in the third pass, confirming dataset construction detail and workshop-publication status independently (not merely from the arXiv Comments field). arXiv category confirmed as cs.CR (Cryptography and Security), submitted 18 Jan 2026 — consistent with its security-paper framing. Author affiliation: Algoverse AI Research (per secondary listing, not independently confirmed). Status upgraded to 'Read'.",2026-07-23,2026-07-25,Evaluation-Method Source,2
P032,Read,Low,Is There a Case for Conversation Optimized Tokenizers in Large Language Models?,Raquel Ferrando; Javier Conde; Gonzalo Martínez; Pedro Reviriego,2025,arXiv preprint,https://arxiv.org/abs/2506.18674,Tokenizer reliability,Would re-optimizing a tokenizer's vocabulary specifically for chatbot-conversation text (rather than general training-corpus text) meaningfully reduce token counts and energy cost without harming general tokenization efficiency?,"Tokenizer mismatch (efficiency/optimization framing, not a failure-detection study)",No,Offline,Multiple unspecified tokenizers,Not reported,Not reported,Publicly available corpus of chatbot conversations,Not applicable (tokenizer-redesign efficiency study),"Token-count reduction (5-10% estimated energy savings, per abstract)",No,Redesigns tokenizer vocabularies using a chatbot-conversation corpus and finds conversation-optimized tokenizers consistently reduce token counts in chatbot dialogues (an estimated 5-10% energy-saving range) while having minimal or slightly positive impact on tokenization efficiency for the original training corpus.,"An efficiency/cost-optimization study, not a reliability or failure-detection study; does not test what happens when a serving pipeline mismatches tokenizer and model versions.","Background. Establishes that tokenizer choice is an active, evolving deployment lever (not a fixed artifact), which strengthens the case that tokenizer-related deployment faults (e.g., swapping in a differently optimized tokenizer without corresponding retraining) are operationally plausible.",Optimizes tokenizers for efficiency; does not evaluate quality or correctness risk introduced when a tokenizer is changed post-deployment without a matching model update.,Could not verify,"CORRECTED in second-pass review: authors (Raquel Ferrando, Javier Conde, Gonzalo Martínez, Pedro Reviriego — Universidad Politécnica de Madrid, ETSI de Telecomunicación) resolved via targeted web search. Status upgraded from 'To Read' to 'Read'.",2026-07-23,2026-07-23,Background,2
P033,Reading,High,Efficient Memory Management for Large Language Model Serving with PagedAttention,Woosuk Kwon; Zhuohan Li; Siyuan Zhuang; Ying Sheng; Lianmin Zheng; Cody Hao Yu; Joseph E. Gonzalez; Hao Zhang; Ion Stoica,2023,SOSP 2023 (29th ACM Symposium on Operating Systems Principles),https://doi.org/10.1145/3600006.3613165 (arXiv preprint: https://arxiv.org/abs/2309.06180),LLM observability,How can an LLM serving system minimize KV-cache memory fragmentation and waste to enable larger batch sizes and higher throughput without changing model behavior?,Not applicable (systems/throughput paper; does not study output-quality correctness),No,Online,Popular LLMs of the time (exact list not itemized in abstract); comparisons against FasterTransformer and Orca,vLLM (introduced by this paper),Not reported,Throughput/latency benchmarking of LLM serving workloads,"Not applicable (systems paper, not a fault-detection paper)",Throughput; latency,Yes,"Introduces PagedAttention (virtual-memory/paging-inspired KV-cache management) and vLLM; reports near-zero KV-cache memory waste and 2-4x throughput improvement over FasterTransformer and Orca at the same latency, with larger gains for longer sequences, larger models, and more complex decoding algorithms.","Purely a systems/throughput contribution; does not evaluate output-quality correctness or study any semantic regression; vLLM has since become a foundational, near-ubiquitous serving stack, which is precisely why SemaFailBench's fault-injection framework should be validated against it.","Foundation. vLLM/PagedAttention is now one of the most widely deployed open-source LLM serving stacks in production (also referenced by the RAG-failure-taxonomy paper P035 and cited throughout the serving-systems literature) — SemaFailBench's fault-injection framework should be implemented against vLLM (or an equivalent widely used serving stack) to have practical deployment relevance, and this paper is the primary source defining that serving stack's architecture.","Optimizes serving-layer memory/throughput but includes no correctness verification layer — it is exactly the kind of infrastructure that could report perfectly healthy latency/throughput/GPU-utilization metrics while serving semantically degraded outputs due to a misconfiguration layered on top of it (wrong adapter, wrong chat template, wrong quantization), which is the scenario SemaFailBench targets.","Yes (https://github.com/vllm-project/vllm, per arXiv abstract, confirmed as an actively maintained live repository)","STATUS CORRECTION (third pass): kept as 'Reading', not 'Read'. ACM DL record and DOI independently confirmed via web search (dl.acm.org/doi/10.1145/3600006.3613165); the GitHub repository was confirmed live. However, the exact model list used in the SOSP 2023 experimental evaluation was NOT itemized from a full-text fetch in this pass — this is a genuine, disclosed access limitation (the full Experiments section was not opened), not an oversight. Full bibliographic and method verification; complete experimental roster unresolved. Per explicit task instruction, Status remains 'Reading' until that section is directly inspected.",2026-07-23,2026-07-23,Foundation,4
P034,Reading,Medium,SGLang: Efficient Execution of Structured Language Model Programs,Lianmin Zheng; Liangsheng Yin; Zhiqiang Xie; Chuyue Sun; Jeff Huang; Cody Hao Yu; Shiyi Cao; Christos Kozyrakis; Ion Stoica; Joseph E. Gonzalez; Clark Barrett; Ying Sheng,2024,NeurIPS 2024 (Advances in Neural Information Processing Systems 37),https://proceedings.neurips.cc/paper_files/paper/2024/hash/724be4472168f31ba1c9ac630f15dec8-Abstract-Conference.html (arXiv preprint: https://arxiv.org/abs/2312.07104),LLM observability,"How can a serving system efficiently execute complex, structured LLM programs (agent control, RAG pipelines, JSON decoding, multi-turn chat) rather than only single-turn generation?",Not applicable (systems/throughput paper),No,Online,Multiple LLMs and multimodal models (exact roster not itemized from a full-text fetch in this pass); baseline comparisons include vLLM and LMQL per an independent third-party citing paper (not confirmed directly from SGLang's own primary text in this pass),SGLang (introduced by this paper); RadixAttention for KV-cache reuse; compressed finite-state-machine-based structured decoding,Not reported,Agent control; logical reasoning; few-shot learning benchmarks; JSON decoding; RAG pipelines; multi-turn chat,Not applicable (systems paper),"Throughput (up to 6.4x higher than state-of-the-art inference systems, confirmed via NeurIPS proceedings page and OpenReview listing)",Yes,"Introduces SGLang, comprising a structured-programming frontend language and a runtime with RadixAttention (KV-cache reuse across structured-program branches, implemented as an LRU-cached radix tree) and compressed finite-state-machine decoding for constrained/structured output; reports up to 6.4x higher throughput than state-of-the-art systems across agentic, RAG, structured-output, and multi-turn workloads.",A systems/throughput contribution; does not evaluate output-quality correctness of structured generation or study semantic regressions introduced by serving-configuration changes.,"Foundation; Background. Alongside vLLM (P033) and TGI, SGLang is one of the three most widely cited production LLM serving stacks and is specifically optimized for structured-output and RAG workloads — directly relevant to which serving stacks SemaFailBench's fault-injection framework should target for realism.","Like vLLM, provides no correctness-verification layer; a structured-output-optimized serving stack could still silently serve schema-valid-but-semantically-wrong outputs (per the reliability gap documented in P017/JSONSchemaBench), which SGLang's throughput-focused evaluation does not test for.","Yes (https://github.com/sgl-project/sglang, confirmed as an actively maintained live repository)","STATUS CORRECTION (third pass): kept as 'Reading', not 'Read'. NeurIPS 2024 publication (pp. 62557-62583, Vancouver, Canada) confirmed via the official NeurIPS proceedings page and OpenReview listing; the GitHub repository was confirmed live and actively maintained. However, the exact 'multiple LLMs and multimodal models' roster used in the NeurIPS evaluation was NOT itemized from a full-text fetch in this pass, and the vLLM/LMQL baseline comparison is corroborated only via a third-party citing paper, not SGLang's own primary text directly — both are genuine, disclosed access limitations. Full bibliographic and method-level (RadixAttention, compressed-FSM) verification is complete; the complete experimental model roster and baseline-comparison detail remain unresolved, so Status remains 'Reading' per the task's explicit instruction.",2026-07-23,2026-07-23,Foundation; Background,3
